name,party,dim1,dim2
Holly Marie Turner,Enhedslisten – De Rød-Grønne,-0.6145078401717671,1.4962270860248963
Benny Dall,Enhedslisten – De Rød-Grønne,-0.24248567395993914,1.4068326936900966
Mathias D. Christiansen,Enhedslisten – De Rød-Grønne,-0.2713372208319369,2.196794706540235
Lisbeth Torfing,Enhedslisten – De Rød-Grønne,-0.9004814743498945,1.0552129120406053
Aksel Rosager Johansen,Enhedslisten – De Rød-Grønne,-0.39529526792315933,1.081608876917661
Stine Ry Andersen,Enhedslisten – De Rød-Grønne,-0.6921488080810762,1.0942973905891518
Christian Juhl,Enhedslisten – De Rød-Grønne,-0.524672774451767,2.584092117049654
Trine Mach,Enhedslisten – De Rød-Grønne,-0.9716297942439225,1.474623517470473
Maria Temponeras,Enhedslisten – De Rød-Grønne,-1.1675046426852975,1.322450945796084
Edith Vels,Enhedslisten – De Rød-Grønne,-0.37603963853192557,1.6650713806079676
Martin Laursen,Enhedslisten – De Rød-Grønne,-0.784833763823616,0.9235963937519849
Maria Sørensen,Enhedslisten – De Rød-Grønne,-0.7824225511026239,1.827127303706516
Kristjar Skajaa,Enhedslisten – De Rød-Grønne,-0.41704731023792496,1.9228448453177827
Christina Hedegaard Hansen,Enhedslisten – De Rød-Grønne,-1.0005533965543758,0.569428900704721
Anna Bjerre,Alternativet,-0.6592439671270605,0.9525288273754258
Emil Sloth,Alternativet,0.36111236310479633,0.38118062639768097
Anette Jensen Smith,Alternativet,0.02672929866919993,0.9645844327612656
Anne-Marie Hemmeth,Alternativet,-1.2627121929050014,1.5431167622909916
Nicklas Stampe Raabjerg,Alternativet,0.07685800351753114,1.4414536732806646
Steffen Tolstrup,Alternativet,0.11193446907839033,0.9890014724237326
Torsten Gejl,Alternativet,-0.4905534917271991,1.6963051195322514
Nikoline Erbs Hillers-Bendtsen,Alternativet,0.4889961416461073,1.5980591407447668
Juma Nellemann Kruse,Alternativet,-0.13623723712903768,0.8254630165070322
Steffen Hedegaard Attermann Brinch,Alternativet,-0.143845487632761,0.52949777389024
Mads Damgaard Mortensen,Alternativet,-0.9274413917417927,1.7392233622859754
Coco Mette Cecilie Kjærgaard,Alternativet,0.060992556223110506,1.1708499442816231
Mikael Winther,Alternativet,-0.44593854900658614,1.5900396268567583
Hans Biering Fonsbøl,Alternativet,-0.10945865879388966,0.8793284464800057
Carsten Sohl,Alternativet,-0.03865599812987369,0.8875832264427946
Mikael Hertig,Alternativet,-0.2716415778306561,1.3459374556674337
Bo Nielsen,Alternativet,-1.2885794343921049,1.2949238664871738
Edvard Korsbæk,Alternativet,0.15919862661030815,1.3954688944278808
Astrid Fogh,Alternativet,-0.6051412909149623,0.8121729757011442
Ane Line Søndergaard,Alternativet,0.35338458878754797,1.369874299047128
Linda Frølund,Alternativet,-0.05057488896378809,0.8022146141555011
Jacob Holm,Alternativet,-0.597832405058865,1.080794289099688
